transactions_id,status,mode,Sale_Date,customer_id,gender,age,category,product,region,quantiy,price_per_unit,cogs,total_sale
800,Success,PayPal,19-09-2022,111,Male,32,Clothing,Shirt,west,4,300,87,1200
1168,Pending,Credit Card,10-07-2022,68,Male,53,Clothing,Shirt,west,1,300,150,300
1400,Failed,Bank Transfer,12-09-2022,115,Male,53,Clothing,Pant,north,4,50,20,200
1611,Success,PayPal,17-11-2022,125,Male,51,Beauty,Lip Balm,north,3,500,180,1500
1800,Pending,Credit Card,21-08-2022,1,Male,32,Clothing,Pant,west,4,300,111,1200
272,Failed,Bank Transfer,10-06-2022,112,Female,61,Electronics,Fan,north,2,50,27.5,100
473,Success,PayPal,25-09-2022,1,Male,64,Beauty,Lip Balm,South,1,50,14.5,50
506,Pending,Credit Card,29-04-2022,9,Male,34,Beauty,Moisturizer,east,3,500,200,1500
766,Failed,Bank Transfer,04-01-2022,128,Male,38,Electronics,Fan,South,3,300,165,900
1272,Success,PayPal,14-04-2022,66,Female,61,Electronics,Light,South,2,50,17,100
1473,Pending,Credit Card,19-03-2022,30,Male,64,Beauty,Moisturizer,north,1,50,13,50
1506,Failed,Bank Transfer,09-01-2022,52,Male,34,Beauty,Face Serum,South,3,500,245,1500
1766,Success,PayPal,22-11-2022,6,Male,38,Electronics,Light,west,3,300,129,900
135,Pending,Credit Card,18-04-2022,104,Male,20,Clothing,Sweater,east,2,25,13,50
1135,Failed,Bank Transfer,14-01-2022,124,Male,20,Clothing,Jacket,east,2,25,12.5,50
2,Success,PayPal,24-06-2022,104,Female,26,Clothing,Shirt,north,2,500,135,1000
158,Pending,Credit Card,21-01-2022,141,Female,44,Electronics,Speaker,north,2,300,132,600
185,Failed,Bank Transfer,27-06-2022,57,Male,24,Clothing,Sweater,north,1,25,7,25
433,Success,PayPal,29-07-2022,144,Male,29,Beauty,Lip Balm,east,4,50,20,200
1002,Pending,Credit Card,02-03-2022,69,Female,26,Clothing,Jacket,east,2,500,270,1000
1158,Failed,Bank Transfer,24-02-2022,77,Female,44,Electronics,Speaker,South,2,300,138,600
1185,Success,PayPal,04-10-2022,153,Male,24,Clothing,Shirt,west,1,25,10.25,25
1433,Pending,Credit Card,16-01-2022,113,Male,29,Beauty,Face Wash,north,4,50,15.5,200
152,Failed,Bank Transfer,16-06-2022,120,Male,43,Electronics,Fan,west,4,500,210,2000
753,Success,PayPal,06-07-2022,70,Female,32,Clothing,Pant,east,1,30,15.9,30
763,Pending,Credit Card,23-04-2022,58,Male,34,Clothing,Sweater,north,2,25,11.5,50
932,Failed,Bank Transfer,08-10-2022,120,Female,45,Beauty,Lip Balm,east,4,25,7.75,100
1152,Success,PayPal,26-12-2022,87,Male,43,Electronics,Speaker,east,4,500,170,2000
1753,Pending,Credit Card,17-07-2022,28,Female,32,Clothing,Pant,east,1,30,10.5,30
1763,Failed,Bank Transfer,30-06-2022,93,Male,34,Clothing,Sweater,west,2,25,13.5,50
1932,Success,PayPal,08-11-2022,96,Female,45,Beauty,Moisturizer,South,4,25,6.25,100
399,Pending,Credit Card,07-12-2022,136,Female,64,Beauty,Moisturizer,north,2,30,12.9,60
500,Failed,Bank Transfer,14-10-2022,120,Female,60,Beauty,Face Serum,north,4,25,11.5,100
514,Success,PayPal,04-11-2022,139,Female,18,Electronics,Speaker,east,1,300,96,300
1399,Pending,Credit Card,28-01-2022,15,Female,64,Beauty,Moisturizer,east,2,30,16.2,60
1500,Failed,Bank Transfer,20-04-2022,53,Female,60,Beauty,Face Wash,east,4,25,8.5,100
1514,Success,PayPal,12-07-2022,59,Female,18,Electronics,Speaker,north,1,300,75,300
947,Pending,Credit Card,31-07-2022,4,Male,50,Beauty,Moisturizer,west,1,300,129,300
1947,Failed,Bank Transfer,05-03-2022,134,Male,50,Beauty,Face Serum,north,1,300,75,300
220,Success,PayPal,07-05-2022,138,Male,64,Beauty,Moisturizer,South,1,500,140,500
339,Pending,Credit Card,18-08-2022,33,Female,22,Electronics,Fan,South,2,25,10.25,50
785,Failed,Bank Transfer,19-10-2022,88,Female,31,Beauty,Face Wash,west,4,50,13,200
885,Success,PayPal,17-09-2022,121,Female,52,Clothing,Sweater,east,4,30,14.4,120
888,Pending,Credit Card,01-12-2022,63,Female,52,Electronics,Headphone,west,4,25,12.75,100
1220,Failed,Bank Transfer,29-06-2022,47,Male,64,Beauty,Moisturizer,north,1,500,240,500
1339,Success,PayPal,10-11-2022,132,Female,22,Electronics,Light,north,2,25,7.5,50
1785,Pending,Credit Card,20-02-2022,144,Female,31,Beauty,Face Serum,South,4,50,17,200
1885,Failed,Bank Transfer,09-11-2022,148,Female,52,Clothing,Sweater,South,4,30,10.8,120
1888,Success,PayPal,14-06-2022,49,Female,52,Electronics,Headphone,north,4,25,12.5,100
621,Pending,Credit Card,13-04-2022,138,Female,40,Beauty,Face Wash,east,2,500,275,1000
1621,Failed,Bank Transfer,22-09-2022,2,Female,40,Beauty,Face Serum,east,2,500,160,1000
52,Success,PayPal,19-09-2022,55,Female,36,Beauty,Moisturizer,east,1,300,111,300
536,Pending,Credit Card,20-08-2022,17,Female,55,Beauty,Face Serum,north,4,30,8.7,120
1052,Failed,Bank Transfer,12-02-2022,94,Female,36,Beauty,Lip Balm,South,1,300,120,300
1536,Success,PayPal,11-05-2022,14,Female,55,Beauty,Moisturizer,west,4,30,13.5,120
197,Pending,Credit Card,03-04-2022,14,Female,42,Clothing,Sweater,South,4,50,25.5,200
750,Failed,Bank Transfer,13-11-2022,69,Female,35,Clothing,Shirt,north,3,25,8.75,75
910,Success,PayPal,21-08-2022,138,Female,20,Beauty,Face Serum,north,3,50,22.5,150
917,Pending,Credit Card,15-02-2022,120,Female,57,Electronics,Speaker,west,4,50,16.5,200
1197,Failed,Bank Transfer,13-08-2022,77,Female,42,Clothing,Shirt,east,4,50,19,200
1750,Success,PayPal,20-01-2022,138,Female,35,Clothing,Sweater,west,3,25,7.25,75
1910,Pending,Credit Card,09-10-2022,141,Female,20,Beauty,Face Serum,South,3,50,18,150
1917,Failed,Bank Transfer,02-05-2022,52,Female,57,Electronics,Speaker,west,4,50,24,200
198,Success,PayPal,21-05-2022,30,Female,54,Beauty,Lip Balm,west,3,300,114,900
444,Pending,Credit Card,06-10-2022,51,Female,61,Clothing,Jacket,South,3,30,15.9,90
547,Failed,Bank Transfer,14-11-2022,3,Male,63,Clothing,Pant,South,4,500,250,2000
705,Success,PayPal,30-09-2022,37,Male,60,Electronics,Light,west,2,25,6.25,50
1198,Pending,Credit Card,07-08-2022,147,Female,54,Beauty,Lip Balm,north,3,300,159,900
1444,Failed,Bank Transfer,29-04-2022,135,Female,61,Clothing,Shirt,west,3,30,14.1,90
1547,Success,PayPal,11-08-2022,142,Male,63,Clothing,Shirt,west,4,500,235,2000
1705,Pending,Credit Card,14-08-2022,94,Male,60,Electronics,Headphone,South,2,25,8.75,50
423,Failed,Bank Transfer,18-07-2022,41,Female,27,Clothing,Shirt,west,1,25,11.75,25
1423,Success,PayPal,15-06-2022,131,Female,27,Clothing,Jacket,north,1,25,11,25
248,Pending,Credit Card,02-07-2022,5,Male,26,Clothing,Sweater,north,3,300,126,900
360,Failed,Bank Transfer,09-09-2022,26,Male,42,Clothing,Pant,South,4,25,10.5,100
377,Success,PayPal,13-09-2022,141,Female,46,Clothing,Jacket,north,4,50,18,200
1248,Pending,Credit Card,08-09-2022,68,Male,26,Clothing,Jacket,South,3,300,111,900
1360,Failed,Bank Transfer,18-06-2022,93,Male,42,Clothing,Sweater,north,4,25,6.25,100
1377,Success,PayPal,21-03-2022,71,Female,46,Clothing,Pant,west,4,50,14,200
397,Pending,Credit Card,26-10-2023,59,Female,30,Beauty,Face Wash,east,1,25,10.5,25
623,Failed,Bank Transfer,15-11-2023,39,Male,34,Clothing,Sweater,west,3,50,26,150
1397,Success,PayPal,01-01-2023,6,Female,30,Beauty,Face Serum,east,1,25,11.75,25
1623,Pending,Credit Card,05-03-2023,76,Male,34,Clothing,Sweater,South,3,50,22,150
717,Failed,Bank Transfer,30-11-2023,8,Male,57,Clothing,Sweater,South,1,500,190,500
1717,Success,PayPal,12-01-2023,21,Male,57,Clothing,Shirt,north,1,500,175,500
130,Pending,Credit Card,19-06-2023,114,Female,57,Clothing,Sweater,west,1,500,125,500
658,Failed,Bank Transfer,30-10-2023,93,Male,59,Clothing,Jacket,South,1,25,6.5,25
1130,Success,PayPal,20-02-2023,28,Female,57,Clothing,Sweater,north,1,500,180,500
1658,Pending,Credit Card,10-04-2023,148,Male,59,Clothing,Sweater,east,1,25,12.25,25
7,Failed,Bank Transfer,06-07-2023,38,Male,46,Clothing,Jacket,north,2,25,13.25,50
119,Success,PayPal,01-09-2023,127,Female,60,Clothing,Shirt,South,3,50,27.5,150
278,Pending,Credit Card,22-12-2023,71,Female,37,Clothing,Shirt,west,4,25,13.5,100
1007,Failed,Bank Transfer,09-06-2023,15,Male,46,Clothing,Jacket,east,2,25,11.5,50
1119,Success,PayPal,19-11-2023,1,Female,60,Clothing,Pant,west,3,50,25.5,150
1278,Pending,Credit Card,19-07-2023,28,Female,37,Clothing,Sweater,South,4,25,6.75,100
117,Failed,Bank Transfer,04-08-2023,8,Male,19,Electronics,Light,north,2,500,230,1000
1117,Success,PayPal,11-09-2023,144,Male,19,Electronics,Fan,east,2,500,210,1000
442,Pending,Credit Card,30-06-2023,24,Female,60,Clothing,Jacket,South,4,25,13.25,100
590,Failed,Bank Transfer,04-05-2023,151,Male,36,Clothing,Jacket,north,3,300,135,900
607,Success,PayPal,05-05-2023,109,Male,54,Clothing,Jacket,north,3,25,13.25,75
1442,Pending,Credit Card,16-02-2023,96,Female,60,Clothing,Sweater,north,4,25,11.25,100
1590,Failed,Bank Transfer,10-08-2023,142,Male,36,Clothing,Sweater,east,3,300,147,900
1607,Success,PayPal,16-01-2023,53,Male,54,Clothing,Jacket,South,3,25,7.75,75
436,Pending,Credit Card,22-10-2023,21,Female,57,Clothing,Sweater,west,4,30,13.5,120
942,Failed,Bank Transfer,01-12-2023,35,Male,51,Clothing,Sweater,South,3,500,160,1500
1436,Success,PayPal,20-01-2023,1,Female,57,Clothing,Jacket,South,4,30,9.9,120
1942,Pending,Credit Card,16-09-2023,112,Male,51,Clothing,Pant,South,3,500,265,1500
659,Failed,Bank Transfer,09-06-2023,75,Female,39,Electronics,Fan,west,1,30,8.1,30
941,Success,PayPal,28-04-2023,39,Female,57,Clothing,Jacket,South,2,25,6.5,50
1659,Pending,Credit Card,27-07-2023,22,Female,39,Electronics,Fan,west,1,30,9,30
1941,Failed,Bank Transfer,06-01-2023,48,Female,57,Clothing,Pant,South,2,25,12,50
136,Success,PayPal,26-12-2023,25,Male,44,Electronics,Headphone,South,2,300,141,600
175,Pending,Credit Card,25-01-2023,23,Female,31,Electronics,Light,west,4,25,12.5,100
663,Failed,Bank Transfer,16-08-2023,133,Male,23,Clothing,Shirt,west,4,300,87,1200
748,Success,PayPal,01-03-2023,132,Male,25,Clothing,Jacket,South,3,50,24,150
806,Pending,Credit Card,22-01-2023,14,Female,35,Beauty,Lip Balm,South,3,300,165,900
1136,Failed,Bank Transfer,02-07-2023,93,Male,44,Electronics,Headphone,north,2,300,81,600
1175,Success,PayPal,02-06-2023,103,Female,31,Electronics,Fan,east,4,25,11.5,100
1663,Pending,Credit Card,07-12-2023,33,Male,23,Clothing,Pant,north,4,300,81,1200
1748,Failed,Bank Transfer,02-03-2023,119,Male,25,Clothing,Pant,west,3,50,15.5,150
1806,Success,PayPal,14-06-2023,61,Female,35,Beauty,Lip Balm,South,3,300,102,900
38,Pending,Credit Card,25-02-2023,147,Male,38,Beauty,Moisturizer,west,4,50,26,200
313,Failed,Bank Transfer,16-12-2023,11,Female,55,Beauty,Face Wash,South,3,500,140,1500
402,Success,PayPal,12-07-2023,63,Female,41,Clothing,Sweater,west,2,300,135,600
459,Pending,Credit Card,23-05-2023,122,Male,28,Clothing,Shirt,east,4,300,75,1200
1038,Failed,Bank Transfer,30-12-2023,11,Male,38,Beauty,Face Wash,east,4,50,20.5,200
1313,Success,PayPal,04-06-2023,10,Female,55,Beauty,Face Wash,South,3,500,170,1500
1402,Success,PayPal,24-06-2023,110,Female,41,Clothing,Jacket,east,2,300,156,600
1459,Pending,Credit Card,10-11-2023,13,Male,28,Clothing,Sweater,South,4,300,144,1200
161,Failed,Bank Transfer,01-07-2023,104,Male,64,Beauty,Face Wash,east,2,500,195,1000
328,Success,PayPal,29-10-2023,9,Male,39,Beauty,Face Serum,east,2,50,27,100
383,Pending,Credit Card,24-03-2023,64,Female,46,Beauty,Lip Balm,west,3,30,7.8,90
973,Failed,Bank Transfer,03-09-2023,51,Male,60,Clothing,Sweater,South,1,50,13,50
978,Success,PayPal,27-07-2023,16,Female,53,Clothing,Pant,east,3,50,19,150
1161,Pending,Credit Card,29-06-2023,30,Male,64,Beauty,Face Serum,west,2,500,160,1000
1328,Failed,Bank Transfer,10-12-2023,60,Male,39,Beauty,Face Serum,South,2,50,24.5,100
1383,Success,PayPal,06-09-2023,68,Female,46,Beauty,Lip Balm,South,3,30,14.1,90
1973,Pending,Credit Card,19-08-2023,22,Male,60,Clothing,Shirt,west,1,50,21.5,50
1978,Failed,Bank Transfer,31-08-2023,41,Female,53,Clothing,Jacket,east,3,50,15.5,150
33,Success,PayPal,24-12-2023,33,Female,50,Electronics,Headphone,west,2,50,21,100
138,Pending,Credit Card,27-04-2023,127,Male,49,Clothing,Pant,west,4,50,26.5,200
471,Failed,Bank Transfer,08-03-2023,136,Male,32,Clothing,Shirt,west,3,50,13,150
636,Success,PayPal,09-05-2023,60,Female,21,Beauty,Lip Balm,South,3,500,230,1500
1033,Pending,Credit Card,12-04-2023,32,Female,50,Electronics,Fan,east,2,50,19,100
1138,Failed,Bank Transfer,16-10-2023,27,Male,49,Clothing,Sweater,west,4,50,14.5,200
1471,Success,PayPal,25-06-2023,30,Male,32,Clothing,Pant,west,3,50,13,150
1636,Pending,Credit Card,22-07-2023,50,Female,21,Beauty,Lip Balm,east,3,500,150,1500
177,Failed,Bank Transfer,24-03-2023,30,Male,45,Beauty,Moisturizer,west,2,50,26.5,100
426,Success,PayPal,13-12-2023,137,Male,23,Electronics,Speaker,east,3,50,12.5,150
1177,Pending,Credit Card,20-02-2023,89,Male,45,Beauty,Face Wash,South,2,50,15,100
1426,Failed,Bank Transfer,12-12-2023,114,Male,23,Electronics,Headphone,north,3,50,25,150
76,Success,PayPal,09-09-2023,70,Female,22,Electronics,Fan,north,2,50,14.5,100
91,Pending,Credit Card,14-04-2023,152,Female,55,Electronics,Fan,north,1,500,235,500
461,Failed,Bank Transfer,18-07-2023,21,Female,18,Beauty,Moisturizer,west,2,500,265,1000
764,Success,PayPal,07-11-2023,47,Female,40,Clothing,Jacket,east,1,25,11.25,25
1076,Pending,Credit Card,14-07-2023,99,Female,22,Electronics,Fan,west,2,50,15,100
1091,Failed,Bank Transfer,15-07-2023,139,Female,55,Electronics,Fan,north,1,500,235,500
1461,Success,PayPal,01-05-2023,63,Female,18,Beauty,Face Serum,north,2,500,180,1000
1764,Pending,Credit Card,02-11-2023,13,Female,40,Clothing,Shirt,east,1,25,11.75,25
202,Failed,Bank Transfer,25-01-2023,61,Female,34,Clothing,Shirt,west,4,300,120,1200
301,Success,PayPal,30-07-2023,104,Male,30,Clothing,Shirt,west,4,30,9.6,120
703,Pending,Credit Card,31-07-2023,140,Male,34,Electronics,Speaker,west,2,50,18.5,100
1202,Failed,Bank Transfer,13-11-2023,89,Female,34,Clothing,Pant,east,4,300,144,1200
1301,Success,PayPal,24-09-2023,70,Male,30,Clothing,Jacket,South,4,30,10.5,120
1703,Pending,Credit Card,10-06-2023,2,Male,34,Electronics,Headphone,west,2,50,17,100
294,Failed,Bank Transfer,09-10-2023,89,Female,23,Clothing,Pant,South,3,30,15.3,90
760,Success,PayPal,26-06-2023,14,Male,27,Beauty,Moisturizer,west,1,500,125,500
1294,Pending,Credit Card,24-01-2023,8,Female,23,Clothing,Shirt,east,3,30,10.5,90
1760,Failed,Bank Transfer,23-08-2023,44,Male,27,Beauty,Moisturizer,South,1,500,230,500
575,Success,PayPal,12-12-2023,14,Male,60,Clothing,Sweater,South,2,50,23,100
1575,Pending,Credit Card,28-07-2023,26,Male,60,Clothing,Shirt,north,2,50,22.5,100
88,Failed,Bank Transfer,16-02-2023,122,Male,56,Clothing,Sweater,north,1,500,185,500
1088,Success,PayPal,14-09-2023,6,Male,56,Clothing,Shirt,north,1,500,155,500
975,Pending,Credit Card,09-01-2023,145,Female,56,Clothing,Sweater,north,4,50,19.5,200
1975,Failed,Bank Transfer,21-08-2023,63,Female,56,Clothing,Jacket,South,4,50,25.5,200
553,Success,PayPal,20-03-2023,106,Male,24,Clothing,Shirt,west,4,300,81,1200
1553,Pending,Credit Card,29-01-2023,42,Male,24,Clothing,Sweater,South,4,300,99,1200
462,Failed,Bank Transfer,26-08-2023,71,Male,63,Electronics,Fan,South,4,300,132,1200
614,Success,PayPal,13-02-2023,61,Female,39,Beauty,Lip Balm,east,4,300,120,1200
808,Pending,Credit Card,22-11-2023,30,Male,33,Beauty,Face Wash,east,4,500,195,2000
1462,Failed,Bank Transfer,13-11-2023,124,Male,63,Electronics,Fan,east,4,300,114,1200
1614,Success,PayPal,23-08-2023,135,Female,39,Beauty,Moisturizer,north,4,300,105,1200
1808,Pending,Credit Card,12-02-2023,109,Male,33,Beauty,Face Serum,west,4,500,210,2000
166,Failed,Bank Transfer,28-01-2023,32,Male,34,Clothing,Sweater,west,4,500,225,2000
465,Success,PayPal,22-02-2023,40,Female,43,Electronics,Light,east,3,50,15.5,150
502,Pending,Credit Card,22-07-2023,31,Male,43,Electronics,Speaker,north,3,50,22.5,150
905,Failed,Bank Transfer,01-10-2023,96,Male,58,Beauty,Lip Balm,west,1,300,111,300
1166,Success,PayPal,19-07-2023,65,Male,34,Clothing,Pant,east,4,500,245,2000
1465,Pending,Credit Card,17-04-2023,131,Female,43,Electronics,Light,west,3,50,26,150
1502,Failed,Bank Transfer,08-04-2023,152,Male,43,Electronics,Headphone,north,3,50,18,150
1905,Success,PayPal,29-08-2023,26,Male,58,Beauty,Face Serum,east,1,300,102,300
280,Pending,Credit Card,17-11-2023,76,Female,37,Clothing,Jacket,east,3,500,240,1500
719,Failed,Bank Transfer,02-07-2023,37,Female,42,Clothing,Jacket,South,2,30,12,60
834,Success,PayPal,26-11-2023,13,Female,56,Beauty,Face Wash,west,2,30,14.7,60
1280,Pending,Credit Card,24-08-2023,116,Female,37,Clothing,Pant,South,3,500,255,1500
1719,Failed,Bank Transfer,28-12-2023,4,Female,42,Clothing,Shirt,east,2,30,10.8,60
1834,Success,PayPal,14-04-2023,102,Female,56,Beauty,Face Serum,east,2,30,12.9,60
891,Pending,Credit Card,09-01-2023,24,Male,41,Electronics,Fan,South,3,300,99,900
928,Failed,Bank Transfer,05-11-2023,54,Female,35,Clothing,Shirt,east,4,300,90,1200
1891,Success,PayPal,22-12-2023,81,Male,41,Electronics,Headphone,South,3,300,105,900
1928,Pending,Credit Card,29-07-2023,93,Female,35,Clothing,Sweater,South,4,300,75,1200
332,Failed,Bank Transfer,24-04-2023,138,Male,58,Electronics,Headphone,north,4,300,105,1200
1332,Success,PayPal,04-12-2023,146,Male,58,Electronics,Headphone,north,4,300,123,1200
255,Pending,Credit Card,15-10-2023,19,Male,48,Clothing,Shirt,South,1,30,14.7,30
275,Failed,Bank Transfer,05-03-2023,2,Male,43,Clothing,Shirt,west,2,500,260,1000
314,Success,PayPal,15-10-2023,1,Male,52,Clothing,Pant,north,4,30,7.8,120
517,Pending,Credit Card,20-08-2023,3,Female,47,Clothing,Shirt,South,4,25,9.25,100
847,Failed,Bank Transfer,10-01-2023,2,Female,18,Electronics,Light,north,4,300,162,1200
1255,Success,PayPal,20-01-2023,4,Male,48,Clothing,Pant,South,1,30,7.8,30
1275,Pending,Credit Card,02-03-2023,5,Male,43,Clothing,Shirt,north,2,500,250,1000
1314,Failed,Bank Transfer,23-05-2023,2,Male,52,Clothing,Shirt,South,4,30,16.2,120
1517,Success,PayPal,21-02-2023,2,Female,47,Clothing,Jacket,west,4,25,6.75,100
1847,Pending,Credit Card,28-07-2023,5,Female,18,Electronics,Speaker,South,4,300,123,1200
61,Failed,Bank Transfer,07-07-2023,4,Male,21,Beauty,Face Serum,west,4,50,20,200
274,Success,PayPal,14-04-2023,4,Female,23,Clothing,Jacket,South,2,500,150,1000
486,Pending,Credit Card,02-12-2023,4,Female,35,Electronics,Light,west,1,25,6.5,25
548,Failed,Bank Transfer,14-04-2023,4,Female,51,Clothing,Shirt,north,2,30,15.6,60
886,Success,PayPal,11-12-2023,4,Male,37,Electronics,Fan,east,3,300,165,900
892,Pending,Credit Card,13-09-2023,1,Male,20,Electronics,Fan,east,1,50,24,50
1061,Failed,Bank Transfer,18-09-2023,3,Male,21,Beauty,Face Wash,west,4,50,12.5,200
1274,Success,PayPal,06-10-2023,2,Female,23,Clothing,Sweater,north,2,500,185,1000
1486,Pending,Credit Card,22-11-2023,4,Female,35,Electronics,Fan,west,1,25,8.75,25
1548,Failed,Bank Transfer,13-01-2023,1,Female,51,Clothing,Shirt,west,2,30,12.6,60
1886,Success,PayPal,26-07-2023,1,Male,37,Electronics,Fan,west,3,300,147,900
1892,Pending,Credit Card,01-10-2023,3,Male,20,Electronics,Speaker,east,1,50,23.5,50
601,Failed,Bank Transfer,05-06-2023,5,Male,19,Clothing,Jacket,east,1,30,13.2,30
901,Success,PayPal,02-08-2023,2,Male,31,Electronics,Fan,west,1,30,12,30
1601,Pending,Credit Card,14-09-2023,1,Male,19,Clothing,Pant,north,1,30,13.5,30
1901,Failed,Bank Transfer,29-11-2023,4,Male,31,Electronics,Light,east,1,30,8.4,30
527,Success,PayPal,21-04-2023,1,Male,57,Clothing,Pant,east,2,25,11.5,50
1527,Pending,Credit Card,29-09-2023,1,Male,57,Clothing,Sweater,north,2,25,11.75,50
23,Failed,Bank Transfer,28-09-2023,4,Female,35,Clothing,Pant,west,4,30,14.7,120
174,Success,PayPal,15-11-2023,2,Female,39,Beauty,Face Wash,north,1,300,126,300
589,Pending,Credit Card,08-07-2023,5,Female,36,Beauty,Moisturizer,South,2,500,145,1000
774,Failed,Bank Transfer,06-11-2023,2,Female,40,Clothing,Shirt,east,2,25,6.5,50
1000,Success,PayPal,01-04-2023,1,Male,47,Electronics,Headphone,South,4,30,8.4,120
1023,Pending,Credit Card,23-05-2023,5,Female,35,Clothing,Sweater,west,4,30,8.1,120
1174,Failed,Bank Transfer,17-05-2023,2,Female,39,Beauty,Lip Balm,west,1,300,132,300
1589,Success,PayPal,01-07-2023,5,Female,36,Beauty,Face Wash,north,2,500,145,1000
1774,Pending,Credit Card,09-03-2023,2,Female,40,Clothing,Pant,west,2,25,8,50
2000,Failed,Bank Transfer,31-03-2023,4,Male,47,Electronics,Fan,north,4,30,10.8,120
210,Success,PayPal,07-10-2023,2,Male,37,Electronics,Fan,north,4,50,19,200
478,Pending,Credit Card,24-07-2023,3,Female,58,Clothing,Shirt,South,2,30,8.1,60
745,Failed,Bank Transfer,14-08-2023,3,Male,54,Beauty,Face Wash,east,2,50,17,100
1210,Success,PayPal,10-03-2023,5,Male,37,Electronics,Speaker,South,4,50,12.5,200
1478,Pending,Credit Card,31-08-2023,1,Female,58,Clothing,Shirt,South,2,30,13.5,60
1745,Failed,Bank Transfer,28-09-2023,4,Male,54,Beauty,Moisturizer,north,2,50,21,100
354,Success,PayPal,16-12-2023,5,Female,49,Beauty,Face Wash,east,4,50,24.5,200
408,Pending,Credit Card,22-12-2023,4,Female,64,Beauty,Moisturizer,South,1,500,140,500
1354,Failed,Bank Transfer,17-09-2023,5,Female,49,Beauty,Moisturizer,South,4,50,26.5,200
1408,Success,PayPal,28-08-2023,2,Female,64,Beauty,Face Wash,east,1,500,250,500
674,Pending,Credit Card,30-03-2023,2,Female,38,Clothing,Sweater,west,1,300,84,300
1674,Failed,Bank Transfer,22-11-2023,1,Female,38,Clothing,Pant,east,1,300,123,300
967,Success,PayPal,04-08-2023,4,Male,62,Beauty,Lip Balm,west,1,25,13.25,25
1967,Pending,Credit Card,23-02-2023,4,Male,62,Beauty,Moisturizer,east,1,25,12.25,25
79,Failed,Bank Transfer,13-04-2023,1,Male,34,Beauty,Moisturizer,north,1,300,96,300
406,Success,PayPal,01-04-2023,3,Female,22,Beauty,Lip Balm,South,4,25,11,100
450,Pending,Credit Card,01-12-2023,2,Female,59,Beauty,Moisturizer,South,2,25,11,50
562,Failed,Bank Transfer,09-11-2023,3,Male,54,Electronics,Headphone,west,2,25,7.25,50
1079,Success,PayPal,21-08-2023,1,Male,34,Beauty,Moisturizer,South,1,300,117,300
1406,Pending,Credit Card,22-06-2023,2,Female,22,Beauty,Moisturizer,South,4,25,10,100
1450,Failed,Bank Transfer,16-07-2023,1,Female,59,Beauty,Lip Balm,west,2,25,10.25,50
1562,Success,PayPal,26-11-2023,5,Male,54,Electronics,Fan,west,2,25,12.75,50
108,Pending,Credit Card,24-01-2023,5,Female,27,Beauty,Lip Balm,north,3,25,13.5,75
111,Failed,Bank Transfer,15-04-2023,5,Female,34,Electronics,Speaker,west,3,500,130,1500
207,Success,PayPal,06-08-2023,3,Female,42,Beauty,Moisturizer,west,2,25,10.25,50
724,Pending,Credit Card,14-06-2023,3,Male,61,Clothing,Pant,east,3,50,20,150
836,Failed,Bank Transfer,21-06-2023,2,Female,22,Clothing,Pant,South,1,50,27.5,50
969,Success,PayPal,27-11-2023,2,Female,40,Clothing,Pant,South,3,300,84,900
1108,Pending,Credit Card,08-07-2023,1,Female,27,Beauty,Face Serum,north,3,25,10,75
1111,Failed,Bank Transfer,30-04-2023,2,Female,34,Electronics,Headphone,north,3,500,185,1500
1207,Success,PayPal,30-06-2023,3,Female,42,Beauty,Moisturizer,west,2,25,10,50
1724,Pending,Credit Card,15-09-2023,4,Male,61,Clothing,Jacket,west,3,50,17,150
1836,Failed,Bank Transfer,13-02-2023,3,Female,22,Clothing,Jacket,South,1,50,23.5,50
1969,Success,PayPal,05-03-2023,4,Female,40,Clothing,Pant,north,3,300,126,900
246,Pending,Credit Card,07-12-2023,4,Female,48,Electronics,Light,east,2,25,13.25,50
298,Failed,Bank Transfer,05-10-2023,3,Male,27,Beauty,Moisturizer,north,4,300,84,1200
374,Success,PayPal,27-10-2023,4,Female,59,Beauty,Lip Balm,South,3,25,7.75,75
572,Pending,Credit Card,13-12-2023,5,Male,31,Clothing,Jacket,east,4,500,185,2000
665,Failed,Bank Transfer,03-10-2023,1,Male,57,Clothing,Jacket,west,1,50,19,50
1246,Success,PayPal,26-04-2023,3,Female,48,Electronics,Headphone,east,2,25,11.5,50
1298,Pending,Credit Card,02-05-2023,1,Male,27,Beauty,Lip Balm,north,4,300,120,1200
1374,Failed,Bank Transfer,23-03-2023,3,Female,59,Beauty,Lip Balm,South,3,25,8.25,75
1572,Success,PayPal,18-06-2023,1,Male,31,Clothing,Jacket,South,4,500,175,2000
1665,Pending,Credit Card,01-11-2023,4,Male,57,Clothing,Pant,north,1,50,14,50
39,Failed,Bank Transfer,11-07-2023,5,Male,23,Clothing,Sweater,South,4,30,8.7,120
893,Success,PayPal,29-04-2023,1,Male,49,Electronics,Fan,east,1,50,17,50
1039,Pending,Credit Card,03-12-2023,1,Male,23,Clothing,Pant,north,4,30,13.8,120
1893,Failed,Bank Transfer,25-02-2023,3,Male,49,Electronics,Fan,north,1,50,22.5,50
17,Success,PayPal,25-02-2023,3,Female,27,Clothing,Sweater,east,4,25,13,100
316,Pending,Credit Card,01-02-2023,3,Female,48,Clothing,Sweater,South,2,25,13.75,50
