TransactionID,Status,Mode,SaleDate,Month,CustomerID,Gender,Age,AgeGroup,Category,ProductName,Region,Quantiy,UnitPrice,COGS,TotalSales
416,Success,PayPal,21-08-2022,Aug,55,Male,53,Adult,Electronics,Speaker,west,4,500,245,2000
584,Pending,Credit Card,31-12-2022,Dec,106,Female,27,Adult,Beauty,Lip Balm,west,4,50,16.5,200
861,Failed,Bank Transfer,30-09-2022,Sep,22,Female,41,Adult,Clothing,Shirt,north,3,30,9.6,90
1016,Success,PayPal,12-12-2022,Dec,52,Male,19,Teen,Clothing,Pant,South,3,500,200,1500
1042,Pending,Credit Card,11-02-2022,Feb,7,Male,22,Teen,Clothing,Shirt,east,3,300,150,900
1292,Failed,Bank Transfer,15-05-2022,May,88,Male,20,Teen,Beauty,Moisturizer,South,4,300,90,1200
1416,Success,PayPal,29-12-2022,Dec,111,Male,53,Adult,Electronics,Light,South,4,500,125,2000
1584,Pending,Credit Card,03-09-2022,Sep,62,Female,27,Adult,Beauty,Moisturizer,west,4,50,16.5,200
1861,Failed,Bank Transfer,04-07-2022,Jul,145,Female,41,Adult,Clothing,Sweater,east,3,30,10.2,90
256,Success,PayPal,09-01-2022,Jan,3,Male,23,Teen,Clothing,Pant,east,2,500,270,1000
1256,Pending,Credit Card,05-11-2022,Nov,29,Male,23,Teen,Clothing,Sweater,north,2,500,190,1000
44,Failed,Bank Transfer,03-03-2022,Mar,93,Female,22,Teen,Clothing,Sweater,South,1,25,11.75,25
257,Success,PayPal,10-12-2022,Dec,130,Male,19,Teen,Beauty,Face Wash,east,4,500,165,2000
1044,Pending,Credit Card,20-02-2022,Feb,70,Female,22,Teen,Clothing,Pant,east,1,25,7.5,25
1257,Failed,Bank Transfer,10-05-2022,May,29,Male,19,Teen,Beauty,Face Wash,east,4,500,255,2000
268,Success,PayPal,14-04-2022,Apr,93,Female,28,Adult,Electronics,Light,north,1,30,8.7,30
287,Pending,Credit Card,26-08-2022,Aug,88,Male,54,Adult,Clothing,Sweater,north,4,25,10,100
966,Failed,Bank Transfer,07-11-2022,Nov,119,Male,60,Senior,Electronics,Headphone,South,2,500,190,1000
1268,Success,PayPal,09-06-2022,Jun,15,Female,28,Adult,Electronics,Headphone,north,1,30,14.1,30
1287,Pending,Credit Card,13-09-2022,Sep,120,Male,54,Adult,Clothing,Shirt,South,4,25,7,100
1966,Failed,Bank Transfer,20-07-2022,Jul,74,Male,60,Senior,Electronics,Headphone,west,2,500,200,1000
70,Success,PayPal,27-12-2022,Dec,147,Female,43,Adult,Clothing,Sweater,north,1,300,84,300
371,Pending,Credit Card,18-12-2022,Dec,32,Female,20,Teen,Beauty,Lip Balm,west,1,25,13,25
900,Failed,Bank Transfer,10-11-2022,Nov,130,Male,21,Teen,Clothing,Shirt,South,2,30,15.6,60
1070,Success,PayPal,14-07-2022,Jul,102,Female,43,Adult,Clothing,Pant,South,1,300,120,300
1371,Pending,Credit Card,06-05-2022,May,41,Female,20,Teen,Beauty,Lip Balm,east,1,25,13.5,25
1900,Failed,Bank Transfer,21-01-2022,Jan,65,Male,21,Teen,Clothing,Jacket,South,2,30,10.8,60
8,Success,PayPal,27-12-2022,Dec,148,Male,30,Adult,Electronics,Speaker,South,4,25,11,100
41,Pending,Credit Card,11-10-2022,Oct,88,Male,34,Adult,Clothing,Shirt,South,2,25,13.25,50
454,Failed,Bank Transfer,12-03-2022,Mar,13,Female,46,Adult,Beauty,Face Wash,north,1,25,13,25
780,Success,PayPal,06-07-2022,Jul,107,Male,52,Adult,Electronics,Fan,north,2,25,13.25,50
920,Pending,Credit Card,20-08-2022,Aug,99,Female,28,Adult,Beauty,Face Wash,east,3,25,6.75,75
1008,Failed,Bank Transfer,10-01-2022,Jan,116,Male,30,Adult,Electronics,Fan,east,4,25,13,100
1041,Success,PayPal,10-05-2022,May,74,Male,34,Adult,Clothing,Shirt,South,2,25,11,50
1454,Pending,Credit Card,25-06-2022,Jun,22,Female,46,Adult,Beauty,Lip Balm,South,1,25,6.75,25
1780,Failed,Bank Transfer,11-12-2022,Dec,32,Male,52,Adult,Electronics,Headphone,east,2,25,10.5,50
1920,Success,PayPal,24-10-2022,Oct,23,Female,28,Adult,Beauty,Lip Balm,west,3,25,9.25,75
396,Pending,Credit Card,15-12-2022,Dec,29,Female,55,Adult,Beauty,Lip Balm,west,1,30,10.8,30
1396,Failed,Bank Transfer,07-06-2022,Jun,9,Female,55,Adult,Beauty,Face Wash,South,1,30,8.4,30
168,Success,PayPal,29-04-2022,Apr,138,Male,53,Adult,Clothing,Pant,South,1,300,102,300
400,Pending,Credit Card,08-03-2022,Mar,2,Male,53,Adult,Clothing,Pant,north,4,50,24,200
611,Failed,Bank Transfer,21-07-2022,Jul,11,Male,51,Adult,Beauty,Lip Balm,east,3,500,180,1500
800,Success,PayPal,19-09-2022,Sep,111,Male,32,Adult,Clothing,Shirt,west,4,300,87,1200
1168,Pending,Credit Card,10-07-2022,Jul,68,Male,53,Adult,Clothing,Shirt,west,1,300,150,300
1400,Failed,Bank Transfer,12-09-2022,Sep,115,Male,53,Adult,Clothing,Pant,north,4,50,20,200
1611,Success,PayPal,17-11-2022,Nov,125,Male,51,Adult,Beauty,Lip Balm,north,3,500,180,1500
1800,Pending,Credit Card,21-08-2022,Aug,1,Male,32,Adult,Clothing,Pant,west,4,300,111,1200
272,Failed,Bank Transfer,10-06-2022,Jun,112,Female,61,Senior,Electronics,Fan,north,2,50,27.5,100
473,Success,PayPal,25-09-2022,Sep,1,Male,64,Senior,Beauty,Lip Balm,South,1,50,14.5,50
506,Pending,Credit Card,29-04-2022,Apr,9,Male,34,Adult,Beauty,Moisturizer,east,3,500,200,1500
766,Failed,Bank Transfer,04-01-2022,Jan,128,Male,38,Adult,Electronics,Fan,South,3,300,165,900
1272,Success,PayPal,14-04-2022,Apr,66,Female,61,Senior,Electronics,Light,South,2,50,17,100
1473,Pending,Credit Card,19-03-2022,Mar,30,Male,64,Senior,Beauty,Moisturizer,north,1,50,13,50
1506,Failed,Bank Transfer,09-01-2022,Jan,52,Male,34,Adult,Beauty,Face Serum,South,3,500,245,1500
1766,Success,PayPal,22-11-2022,Nov,6,Male,38,Adult,Electronics,Light,west,3,300,129,900
135,Pending,Credit Card,18-04-2022,Apr,104,Male,20,Teen,Clothing,Sweater,east,2,25,13,50
1135,Failed,Bank Transfer,14-01-2022,Jan,124,Male,20,Teen,Clothing,Jacket,east,2,25,12.5,50
2,Success,PayPal,24-06-2022,Jun,104,Female,26,Adult,Clothing,Shirt,north,2,500,135,1000
158,Pending,Credit Card,21-01-2022,Jan,141,Female,44,Adult,Electronics,Speaker,north,2,300,132,600
185,Failed,Bank Transfer,27-06-2022,Jun,57,Male,24,Teen,Clothing,Sweater,north,1,25,7,25
433,Success,PayPal,29-07-2022,Jul,144,Male,29,Adult,Beauty,Lip Balm,east,4,50,20,200
1002,Pending,Credit Card,02-03-2022,Mar,69,Female,26,Adult,Clothing,Jacket,east,2,500,270,1000
1158,Failed,Bank Transfer,24-02-2022,Feb,77,Female,44,Adult,Electronics,Speaker,South,2,300,138,600
1185,Success,PayPal,04-10-2022,Oct,153,Male,24,Teen,Clothing,Shirt,west,1,25,10.25,25
1433,Pending,Credit Card,16-01-2022,Jan,113,Male,29,Adult,Beauty,Face Wash,north,4,50,15.5,200
152,Failed,Bank Transfer,16-06-2022,Jun,120,Male,43,Adult,Electronics,Fan,west,4,500,210,2000
753,Success,PayPal,06-07-2022,Jul,70,Female,32,Adult,Clothing,Pant,east,1,30,15.9,30
763,Pending,Credit Card,23-04-2022,Apr,58,Male,34,Adult,Clothing,Sweater,north,2,25,11.5,50
932,Failed,Bank Transfer,08-10-2022,Oct,120,Female,45,Adult,Beauty,Lip Balm,east,4,25,7.75,100
1152,Success,PayPal,26-12-2022,Dec,87,Male,43,Adult,Electronics,Speaker,east,4,500,170,2000
1753,Pending,Credit Card,17-07-2022,Jul,28,Female,32,Adult,Clothing,Pant,east,1,30,10.5,30
1763,Failed,Bank Transfer,30-06-2022,Jun,93,Male,34,Adult,Clothing,Sweater,west,2,25,13.5,50
1932,Success,PayPal,08-11-2022,Nov,96,Female,45,Adult,Beauty,Moisturizer,South,4,25,6.25,100
399,Pending,Credit Card,07-12-2022,Dec,136,Female,64,Senior,Beauty,Moisturizer,north,2,30,12.9,60
500,Failed,Bank Transfer,14-10-2022,Oct,120,Female,60,Senior,Beauty,Face Serum,north,4,25,11.5,100
514,Success,PayPal,04-11-2022,Nov,139,Female,18,Teen,Electronics,Speaker,east,1,300,96,300
1399,Pending,Credit Card,28-01-2022,Jan,15,Female,64,Senior,Beauty,Moisturizer,east,2,30,16.2,60
1500,Failed,Bank Transfer,20-04-2022,Apr,53,Female,60,Senior,Beauty,Face Wash,east,4,25,8.5,100
1514,Success,PayPal,12-07-2022,Jul,59,Female,18,Teen,Electronics,Speaker,north,1,300,75,300
947,Pending,Credit Card,31-07-2022,Jul,4,Male,50,Adult,Beauty,Moisturizer,west,1,300,129,300
1947,Failed,Bank Transfer,05-03-2022,Mar,134,Male,50,Adult,Beauty,Face Serum,north,1,300,75,300
220,Success,PayPal,07-05-2022,May,138,Male,64,Senior,Beauty,Moisturizer,South,1,500,140,500
339,Pending,Credit Card,18-08-2022,Aug,33,Female,22,Teen,Electronics,Fan,South,2,25,10.25,50
785,Failed,Bank Transfer,19-10-2022,Oct,88,Female,31,Adult,Beauty,Face Wash,west,4,50,13,200
885,Success,PayPal,17-09-2022,Sep,121,Female,52,Adult,Clothing,Sweater,east,4,30,14.4,120
888,Pending,Credit Card,01-12-2022,Dec,63,Female,52,Adult,Electronics,Headphone,west,4,25,12.75,100
1220,Failed,Bank Transfer,29-06-2022,Jun,47,Male,64,Senior,Beauty,Moisturizer,north,1,500,240,500
1339,Success,PayPal,10-11-2022,Nov,132,Female,22,Teen,Electronics,Light,north,2,25,7.5,50
1785,Pending,Credit Card,20-02-2022,Feb,144,Female,31,Adult,Beauty,Face Serum,South,4,50,17,200
1885,Failed,Bank Transfer,09-11-2022,Nov,148,Female,52,Adult,Clothing,Sweater,South,4,30,10.8,120
1888,Success,PayPal,14-06-2022,Jun,49,Female,52,Adult,Electronics,Headphone,north,4,25,12.5,100
621,Pending,Credit Card,13-04-2022,Apr,138,Female,40,Adult,Beauty,Face Wash,east,2,500,275,1000
1621,Failed,Bank Transfer,22-09-2022,Sep,2,Female,40,Adult,Beauty,Face Serum,east,2,500,160,1000
52,Success,PayPal,19-09-2022,Sep,55,Female,36,Adult,Beauty,Moisturizer,east,1,300,111,300
536,Pending,Credit Card,20-08-2022,Aug,17,Female,55,Adult,Beauty,Face Serum,north,4,30,8.7,120
1052,Failed,Bank Transfer,12-02-2022,Feb,94,Female,36,Adult,Beauty,Lip Balm,South,1,300,120,300
1536,Success,PayPal,11-05-2022,May,14,Female,55,Adult,Beauty,Moisturizer,west,4,30,13.5,120
197,Pending,Credit Card,03-04-2022,Apr,14,Female,42,Adult,Clothing,Sweater,South,4,50,25.5,200
750,Failed,Bank Transfer,13-11-2022,Nov,69,Female,35,Adult,Clothing,Shirt,north,3,25,8.75,75
910,Success,PayPal,21-08-2022,Aug,138,Female,20,Teen,Beauty,Face Serum,north,3,50,22.5,150
917,Pending,Credit Card,15-02-2022,Feb,120,Female,57,Senior,Electronics,Speaker,west,4,50,16.5,200
1197,Failed,Bank Transfer,13-08-2022,Aug,77,Female,42,Adult,Clothing,Shirt,east,4,50,19,200
1750,Success,PayPal,20-01-2022,Jan,138,Female,35,Adult,Clothing,Sweater,west,3,25,7.25,75
1910,Pending,Credit Card,09-10-2022,Oct,141,Female,20,Teen,Beauty,Face Serum,South,3,50,18,150
1917,Failed,Bank Transfer,02-05-2022,May,52,Female,57,Senior,Electronics,Speaker,west,4,50,24,200
198,Success,PayPal,21-05-2022,May,30,Female,54,Adult,Beauty,Lip Balm,west,3,300,114,900
444,Pending,Credit Card,06-10-2022,Oct,51,Female,61,Senior,Clothing,Jacket,South,3,30,15.9,90
547,Failed,Bank Transfer,14-11-2022,Nov,3,Male,63,Senior,Clothing,Pant,South,4,500,250,2000
705,Success,PayPal,30-09-2022,Sep,37,Male,60,Senior,Electronics,Light,west,2,25,6.25,50
1198,Pending,Credit Card,07-08-2022,Aug,147,Female,54,Adult,Beauty,Lip Balm,north,3,300,159,900
1444,Failed,Bank Transfer,29-04-2022,Apr,135,Female,61,Senior,Clothing,Shirt,west,3,30,14.1,90
1547,Success,PayPal,11-08-2022,Aug,142,Male,63,Senior,Clothing,Shirt,west,4,500,235,2000
1705,Pending,Credit Card,14-08-2022,Aug,94,Male,60,Senior,Electronics,Headphone,South,2,25,8.75,50
423,Failed,Bank Transfer,18-07-2022,Jul,41,Female,27,Adult,Clothing,Shirt,west,1,25,11.75,25
1423,Success,PayPal,15-06-2022,Jun,131,Female,27,Adult,Clothing,Jacket,north,1,25,11,25
248,Pending,Credit Card,02-07-2022,Jul,5,Male,26,Adult,Clothing,Sweater,north,3,300,126,900
360,Failed,Bank Transfer,09-09-2022,Sep,26,Male,42,Adult,Clothing,Pant,South,4,25,10.5,100
377,Success,PayPal,13-09-2022,Sep,141,Female,46,Adult,Clothing,Jacket,north,4,50,18,200
1248,Pending,Credit Card,08-09-2022,Sep,68,Male,26,Adult,Clothing,Jacket,South,3,300,111,900
1360,Failed,Bank Transfer,18-06-2022,Jun,93,Male,42,Adult,Clothing,Sweater,north,4,25,6.25,100
1377,Success,PayPal,21-03-2022,Mar,71,Female,46,Adult,Clothing,Pant,west,4,50,14,200
397,Pending,Credit Card,26-10-2023,Oct,59,Female,30,Adult,Beauty,Face Wash,east,1,25,10.5,25
623,Failed,Bank Transfer,15-11-2023,Nov,39,Male,34,Adult,Clothing,Sweater,west,3,50,26,150
1397,Success,PayPal,01-01-2023,Jan,6,Female,30,Adult,Beauty,Face Serum,east,1,25,11.75,25
1623,Pending,Credit Card,05-03-2023,Mar,76,Male,34,Adult,Clothing,Sweater,South,3,50,22,150
717,Failed,Bank Transfer,30-11-2023,Nov,8,Male,57,Senior,Clothing,Sweater,South,1,500,190,500
1717,Success,PayPal,12-01-2023,Jan,21,Male,57,Senior,Clothing,Shirt,north,1,500,175,500
130,Pending,Credit Card,19-06-2023,Jun,114,Female,57,Senior,Clothing,Sweater,west,1,500,125,500
658,Failed,Bank Transfer,30-10-2023,Oct,93,Male,59,Senior,Clothing,Jacket,South,1,25,6.5,25
1130,Success,PayPal,20-02-2023,Feb,28,Female,57,Senior,Clothing,Sweater,north,1,500,180,500
1658,Pending,Credit Card,10-04-2023,Apr,148,Male,59,Senior,Clothing,Sweater,east,1,25,12.25,25
7,Failed,Bank Transfer,06-07-2023,Jul,38,Male,46,Adult,Clothing,Jacket,north,2,25,13.25,50
119,Success,PayPal,01-09-2023,Sep,127,Female,60,Senior,Clothing,Shirt,South,3,50,27.5,150
278,Pending,Credit Card,22-12-2023,Dec,71,Female,37,Adult,Clothing,Shirt,west,4,25,13.5,100
1007,Failed,Bank Transfer,09-06-2023,Jun,15,Male,46,Adult,Clothing,Jacket,east,2,25,11.5,50
1119,Success,PayPal,19-11-2023,Nov,1,Female,60,Senior,Clothing,Pant,west,3,50,25.5,150
1278,Pending,Credit Card,19-07-2023,Jul,28,Female,37,Adult,Clothing,Sweater,South,4,25,6.75,100
117,Failed,Bank Transfer,04-08-2023,Aug,8,Male,19,Teen,Electronics,Light,north,2,500,230,1000
1117,Success,PayPal,11-09-2023,Sep,144,Male,19,Teen,Electronics,Fan,east,2,500,210,1000
442,Pending,Credit Card,30-06-2023,Jun,24,Female,60,Senior,Clothing,Jacket,South,4,25,13.25,100
590,Failed,Bank Transfer,04-05-2023,May,151,Male,36,Adult,Clothing,Jacket,north,3,300,135,900
607,Success,PayPal,05-05-2023,May,109,Male,54,Adult,Clothing,Jacket,north,3,25,13.25,75
1442,Pending,Credit Card,16-02-2023,Feb,96,Female,60,Senior,Clothing,Sweater,north,4,25,11.25,100
1590,Failed,Bank Transfer,10-08-2023,Aug,142,Male,36,Adult,Clothing,Sweater,east,3,300,147,900
1607,Success,PayPal,16-01-2023,Jan,53,Male,54,Adult,Clothing,Jacket,South,3,25,7.75,75
436,Pending,Credit Card,22-10-2023,Oct,21,Female,57,Senior,Clothing,Sweater,west,4,30,13.5,120
942,Failed,Bank Transfer,01-12-2023,Dec,35,Male,51,Adult,Clothing,Sweater,South,3,500,160,1500
1436,Success,PayPal,20-01-2023,Jan,1,Female,57,Senior,Clothing,Jacket,South,4,30,9.9,120
1942,Pending,Credit Card,16-09-2023,Sep,112,Male,51,Adult,Clothing,Pant,South,3,500,265,1500
659,Failed,Bank Transfer,09-06-2023,Jun,75,Female,39,Adult,Electronics,Fan,west,1,30,8.1,30
941,Success,PayPal,28-04-2023,Apr,39,Female,57,Senior,Clothing,Jacket,South,2,25,6.5,50
1659,Pending,Credit Card,27-07-2023,Jul,22,Female,39,Adult,Electronics,Fan,west,1,30,9,30
1941,Failed,Bank Transfer,06-01-2023,Jan,48,Female,57,Senior,Clothing,Pant,South,2,25,12,50
136,Success,PayPal,26-12-2023,Dec,25,Male,44,Adult,Electronics,Headphone,South,2,300,141,600
175,Pending,Credit Card,25-01-2023,Jan,23,Female,31,Adult,Electronics,Light,west,4,25,12.5,100
663,Failed,Bank Transfer,16-08-2023,Aug,133,Male,23,Teen,Clothing,Shirt,west,4,300,87,1200
748,Success,PayPal,01-03-2023,Mar,132,Male,25,Adult,Clothing,Jacket,South,3,50,24,150
806,Pending,Credit Card,22-01-2023,Jan,14,Female,35,Adult,Beauty,Lip Balm,South,3,300,165,900
1136,Failed,Bank Transfer,02-07-2023,Jul,93,Male,44,Adult,Electronics,Headphone,north,2,300,81,600
1175,Success,PayPal,02-06-2023,Jun,103,Female,31,Adult,Electronics,Fan,east,4,25,11.5,100
1663,Pending,Credit Card,07-12-2023,Dec,33,Male,23,Teen,Clothing,Pant,north,4,300,81,1200
1748,Failed,Bank Transfer,02-03-2023,Mar,119,Male,25,Adult,Clothing,Pant,west,3,50,15.5,150
1806,Success,PayPal,14-06-2023,Jun,61,Female,35,Adult,Beauty,Lip Balm,South,3,300,102,900
38,Pending,Credit Card,25-02-2023,Feb,147,Male,38,Adult,Beauty,Moisturizer,west,4,50,26,200
313,Failed,Bank Transfer,16-12-2023,Dec,11,Female,55,Adult,Beauty,Face Wash,South,3,500,140,1500
402,Success,PayPal,12-07-2023,Jul,63,Female,41,Adult,Clothing,Sweater,west,2,300,135,600
459,Pending,Credit Card,23-05-2023,May,122,Male,28,Adult,Clothing,Shirt,east,4,300,75,1200
1038,Failed,Bank Transfer,30-12-2023,Dec,11,Male,38,Adult,Beauty,Face Wash,east,4,50,20.5,200
1313,Success,PayPal,04-06-2023,Jun,10,Female,55,Adult,Beauty,Face Wash,South,3,500,170,1500
1402,Success,PayPal,24-06-2023,Jun,110,Female,41,Adult,Clothing,Jacket,east,2,300,156,600
1459,Pending,Credit Card,10-11-2023,Nov,13,Male,28,Adult,Clothing,Sweater,South,4,300,144,1200
161,Failed,Bank Transfer,01-07-2023,Jul,104,Male,64,Senior,Beauty,Face Wash,east,2,500,195,1000
328,Success,PayPal,29-10-2023,Oct,9,Male,39,Adult,Beauty,Face Serum,east,2,50,27,100
383,Pending,Credit Card,24-03-2023,Mar,64,Female,46,Adult,Beauty,Lip Balm,west,3,30,7.8,90
973,Failed,Bank Transfer,03-09-2023,Sep,51,Male,60,Senior,Clothing,Sweater,South,1,50,13,50
978,Success,PayPal,27-07-2023,Jul,16,Female,53,Adult,Clothing,Pant,east,3,50,19,150
1161,Pending,Credit Card,29-06-2023,Jun,30,Male,64,Senior,Beauty,Face Serum,west,2,500,160,1000
1328,Failed,Bank Transfer,10-12-2023,Dec,60,Male,39,Adult,Beauty,Face Serum,South,2,50,24.5,100
1383,Success,PayPal,06-09-2023,Sep,68,Female,46,Adult,Beauty,Lip Balm,South,3,30,14.1,90
1973,Pending,Credit Card,19-08-2023,Aug,22,Male,60,Senior,Clothing,Shirt,west,1,50,21.5,50
1978,Failed,Bank Transfer,31-08-2023,Aug,41,Female,53,Adult,Clothing,Jacket,east,3,50,15.5,150
33,Success,PayPal,24-12-2023,Dec,33,Female,50,Adult,Electronics,Headphone,west,2,50,21,100
138,Pending,Credit Card,27-04-2023,Apr,127,Male,49,Adult,Clothing,Pant,west,4,50,26.5,200
471,Failed,Bank Transfer,08-03-2023,Mar,136,Male,32,Adult,Clothing,Shirt,west,3,50,13,150
636,Success,PayPal,09-05-2023,May,60,Female,21,Teen,Beauty,Lip Balm,South,3,500,230,1500
1033,Pending,Credit Card,12-04-2023,Apr,32,Female,50,Adult,Electronics,Fan,east,2,50,19,100
1138,Failed,Bank Transfer,16-10-2023,Oct,27,Male,49,Adult,Clothing,Sweater,west,4,50,14.5,200
1471,Success,PayPal,25-06-2023,Jun,30,Male,32,Adult,Clothing,Pant,west,3,50,13,150
1636,Pending,Credit Card,22-07-2023,Jul,50,Female,21,Teen,Beauty,Lip Balm,east,3,500,150,1500
177,Failed,Bank Transfer,24-03-2023,Mar,30,Male,45,Adult,Beauty,Moisturizer,west,2,50,26.5,100
426,Success,PayPal,13-12-2023,Dec,137,Male,23,Teen,Electronics,Speaker,east,3,50,12.5,150
1177,Pending,Credit Card,20-02-2023,Feb,89,Male,45,Adult,Beauty,Face Wash,South,2,50,15,100
1426,Failed,Bank Transfer,12-12-2023,Dec,114,Male,23,Teen,Electronics,Headphone,north,3,50,25,150
76,Success,PayPal,09-09-2023,Sep,70,Female,22,Teen,Electronics,Fan,north,2,50,14.5,100
91,Pending,Credit Card,14-04-2023,Apr,152,Female,55,Adult,Electronics,Fan,north,1,500,235,500
461,Failed,Bank Transfer,18-07-2023,Jul,21,Female,18,Teen,Beauty,Moisturizer,west,2,500,265,1000
764,Success,PayPal,07-11-2023,Nov,47,Female,40,Adult,Clothing,Jacket,east,1,25,11.25,25
1076,Pending,Credit Card,14-07-2023,Jul,99,Female,22,Teen,Electronics,Fan,west,2,50,15,100
1091,Failed,Bank Transfer,15-07-2023,Jul,139,Female,55,Adult,Electronics,Fan,north,1,500,235,500
1461,Success,PayPal,01-05-2023,May,63,Female,18,Teen,Beauty,Face Serum,north,2,500,180,1000
1764,Pending,Credit Card,02-11-2023,Nov,13,Female,40,Adult,Clothing,Shirt,east,1,25,11.75,25
202,Failed,Bank Transfer,25-01-2023,Jan,61,Female,34,Adult,Clothing,Shirt,west,4,300,120,1200
301,Success,PayPal,30-07-2023,Jul,104,Male,30,Adult,Clothing,Shirt,west,4,30,9.6,120
703,Pending,Credit Card,31-07-2023,Jul,140,Male,34,Adult,Electronics,Speaker,west,2,50,18.5,100
1202,Failed,Bank Transfer,13-11-2023,Nov,89,Female,34,Adult,Clothing,Pant,east,4,300,144,1200
1301,Success,PayPal,24-09-2023,Sep,70,Male,30,Adult,Clothing,Jacket,South,4,30,10.5,120
1703,Pending,Credit Card,10-06-2023,Jun,2,Male,34,Adult,Electronics,Headphone,west,2,50,17,100
294,Failed,Bank Transfer,09-10-2023,Oct,89,Female,23,Teen,Clothing,Pant,South,3,30,15.3,90
760,Success,PayPal,26-06-2023,Jun,14,Male,27,Adult,Beauty,Moisturizer,west,1,500,125,500
1294,Pending,Credit Card,24-01-2023,Jan,8,Female,23,Teen,Clothing,Shirt,east,3,30,10.5,90
1760,Failed,Bank Transfer,23-08-2023,Aug,44,Male,27,Adult,Beauty,Moisturizer,South,1,500,230,500
575,Success,PayPal,12-12-2023,Dec,14,Male,60,Senior,Clothing,Sweater,South,2,50,23,100
1575,Pending,Credit Card,28-07-2023,Jul,26,Male,60,Senior,Clothing,Shirt,north,2,50,22.5,100
88,Failed,Bank Transfer,16-02-2023,Feb,122,Male,56,Senior,Clothing,Sweater,north,1,500,185,500
1088,Success,PayPal,14-09-2023,Sep,6,Male,56,Senior,Clothing,Shirt,north,1,500,155,500
975,Pending,Credit Card,09-01-2023,Jan,145,Female,56,Senior,Clothing,Sweater,north,4,50,19.5,200
1975,Failed,Bank Transfer,21-08-2023,Aug,63,Female,56,Senior,Clothing,Jacket,South,4,50,25.5,200
553,Success,PayPal,20-03-2023,Mar,106,Male,24,Teen,Clothing,Shirt,west,4,300,81,1200
1553,Pending,Credit Card,29-01-2023,Jan,42,Male,24,Teen,Clothing,Sweater,South,4,300,99,1200
462,Failed,Bank Transfer,26-08-2023,Aug,71,Male,63,Senior,Electronics,Fan,South,4,300,132,1200
614,Success,PayPal,13-02-2023,Feb,61,Female,39,Adult,Beauty,Lip Balm,east,4,300,120,1200
808,Pending,Credit Card,22-11-2023,Nov,30,Male,33,Adult,Beauty,Face Wash,east,4,500,195,2000
1462,Failed,Bank Transfer,13-11-2023,Nov,124,Male,63,Senior,Electronics,Fan,east,4,300,114,1200
1614,Success,PayPal,23-08-2023,Aug,135,Female,39,Adult,Beauty,Moisturizer,north,4,300,105,1200
1808,Pending,Credit Card,12-02-2023,Feb,109,Male,33,Adult,Beauty,Face Serum,west,4,500,210,2000
166,Failed,Bank Transfer,28-01-2023,Jan,32,Male,34,Adult,Clothing,Sweater,west,4,500,225,2000
465,Success,PayPal,22-02-2023,Feb,40,Female,43,Adult,Electronics,Light,east,3,50,15.5,150
502,Pending,Credit Card,22-07-2023,Jul,31,Male,43,Adult,Electronics,Speaker,north,3,50,22.5,150
905,Failed,Bank Transfer,01-10-2023,Oct,96,Male,58,Senior,Beauty,Lip Balm,west,1,300,111,300
1166,Success,PayPal,19-07-2023,Jul,65,Male,34,Adult,Clothing,Pant,east,4,500,245,2000
1465,Pending,Credit Card,17-04-2023,Apr,131,Female,43,Adult,Electronics,Light,west,3,50,26,150
1502,Failed,Bank Transfer,08-04-2023,Apr,152,Male,43,Adult,Electronics,Headphone,north,3,50,18,150
1905,Success,PayPal,29-08-2023,Aug,26,Male,58,Senior,Beauty,Face Serum,east,1,300,102,300
280,Pending,Credit Card,17-11-2023,Nov,76,Female,37,Adult,Clothing,Jacket,east,3,500,240,1500
719,Failed,Bank Transfer,02-07-2023,Jul,37,Female,42,Adult,Clothing,Jacket,South,2,30,12,60
834,Success,PayPal,26-11-2023,Nov,13,Female,56,Senior,Beauty,Face Wash,west,2,30,14.7,60
1280,Pending,Credit Card,24-08-2023,Aug,116,Female,37,Adult,Clothing,Pant,South,3,500,255,1500
1719,Failed,Bank Transfer,28-12-2023,Dec,4,Female,42,Adult,Clothing,Shirt,east,2,30,10.8,60
1834,Success,PayPal,14-04-2023,Apr,102,Female,56,Senior,Beauty,Face Serum,east,2,30,12.9,60
891,Pending,Credit Card,09-01-2023,Jan,24,Male,41,Adult,Electronics,Fan,South,3,300,99,900
928,Failed,Bank Transfer,05-11-2023,Nov,54,Female,35,Adult,Clothing,Shirt,east,4,300,90,1200
1891,Success,PayPal,22-12-2023,Dec,81,Male,41,Adult,Electronics,Headphone,South,3,300,105,900
1928,Pending,Credit Card,29-07-2023,Jul,93,Female,35,Adult,Clothing,Sweater,South,4,300,75,1200
332,Failed,Bank Transfer,24-04-2023,Apr,138,Male,58,Senior,Electronics,Headphone,north,4,300,105,1200
1332,Success,PayPal,04-12-2023,Dec,146,Male,58,Senior,Electronics,Headphone,north,4,300,123,1200
255,Pending,Credit Card,15-10-2023,Oct,19,Male,48,Adult,Clothing,Shirt,South,1,30,14.7,30
275,Failed,Bank Transfer,05-03-2023,Mar,2,Male,43,Adult,Clothing,Shirt,west,2,500,260,1000
314,Success,PayPal,15-10-2023,Oct,1,Male,52,Adult,Clothing,Pant,north,4,30,7.8,120
517,Pending,Credit Card,20-08-2023,Aug,3,Female,47,Adult,Clothing,Shirt,South,4,25,9.25,100
847,Failed,Bank Transfer,10-01-2023,Jan,2,Female,18,Teen,Electronics,Light,north,4,300,162,1200
